model,simID,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma
hs,7683,tropical,9.864509433,3.76E-08,1.71E-05,1.1919943,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7684,tropical,6.033394857,1.15E-06,8.59E-06,9.291641446,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7685,tropical,9.77057543,2.45E-06,0.003904717,10.98877475,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7686,tropical,2.891936224,1.06E-06,7.41E-07,9.680955162,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7687,tropical,8.581030524,3.50E-07,5.62E-07,4.969110749,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7688,tropical,8.244988927,5.06E-07,0.000116412,10.36241783,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7689,tropical,10.43724818,1.11E-08,1.22E-07,4.24772896,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7690,tropical,6.47646587,4.76E-05,2.14E-07,10.72447562,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7691,tropical,8.117438677,2.08E-08,0.000783782,6.625984538,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7692,tropical,4.889050998,1.07E-06,0.004767389,6.793290378,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7693,tropical,2.008731262,1.91E-05,1.09E-06,9.246903536,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7694,tropical,10.27302089,2.48E-06,0.000164708,2.984444775,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7695,tropical,3.832325003,4.97E-07,4.54E-06,7.18989635,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7696,tropical,6.905731588,1.73E-06,0.005985604,3.245646149,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7697,tropical,2.103606049,1.43E-05,0.001218837,1.252237301,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7698,tropical,9.405070321,4.69E-08,0.000502783,8.565051247,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7699,tropical,4.179636844,7.62E-05,1.30E-06,7.381569447,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7700,tropical,8.82851337,7.83E-07,1.69E-07,1.57868913,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7701,tropical,3.675082074,5.24E-05,6.80E-06,7.737978132,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7702,tropical,3.186452849,4.02E-05,0.00050929,7.915447707,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7703,tropical,6.167968364,1.01E-05,0.004650838,8.452289597,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7704,tropical,3.68950592,5.08E-06,0.0002323,2.240618706,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7705,tropical,2.811683273,3.91E-06,0.000321207,2.511717867,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7706,tropical,6.185761375,1.96E-08,0.001730322,2.774306253,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7707,tropical,6.627829358,4.95E-07,0.000339456,1.088694678,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7708,tropical,2.291568545,1.33E-06,0.001968062,7.337886432,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7709,tropical,3.56367604,5.90E-05,1.69E-05,4.727508851,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7710,tropical,8.17935276,7.06E-06,0.000241643,3.77720049,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7711,tropical,10.61409936,7.91E-06,4.36E-07,2.725085007,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7712,tropical,2.001408466,7.59E-07,0.000479576,3.037111414,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7713,tropical,8.632226895,3.03E-08,2.17E-07,3.218708817,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7714,tropical,10.47966355,1.36E-05,2.54E-06,3.534315046,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7715,tropical,9.186346884,5.66E-07,1.14E-05,2.700976894,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7716,tropical,4.082923307,5.32E-07,0.005213447,10.21676764,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7717,tropical,7.495794605,1.29E-08,0.007703936,4.453134585,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7718,tropical,10.53355451,3.86E-08,1.56E-07,1.851092092,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7719,tropical,10.5373265,4.90E-07,8.68E-05,4.778178052,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7720,tropical,4.399792034,1.17E-05,1.41E-07,6.433435196,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7721,tropical,3.624741101,1.04E-08,6.71E-05,8.870109261,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7722,tropical,2.654539332,2.60E-06,3.10E-07,4.203135277,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7723,tropical,4.221680566,4.19E-05,0.000141727,9.380385183,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7724,tropical,6.101252066,6.71E-06,0.001237397,10.98470485,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7725,tropical,10.23968471,1.12E-07,5.63E-06,3.134429924,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7726,tropical,6.109596984,2.54E-05,4.68E-07,5.372964913,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7727,tropical,3.576212608,2.16E-07,2.54E-07,4.787299963,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7728,tropical,1.46460887,2.06E-06,5.65E-06,10.65576709,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7729,tropical,5.178562583,5.38E-07,0.009579855,7.411165022,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7730,tropical,9.540015023,1.61E-08,4.62E-05,9.061353338,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7731,tropical,4.472306777,8.30E-06,4.78E-06,10.19062189,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7732,tropical,2.314423205,1.56E-06,3.73E-06,1.58622448,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7733,tropical,4.744868645,1.01E-05,8.19E-06,5.776428556,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7734,tropical,7.314202284,1.60E-08,1.24E-07,7.968827883,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7735,tropical,4.900789337,7.24E-06,1.52E-07,1.446715094,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7736,tropical,7.896278488,1.55E-07,0.002469258,8.568543169,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7737,tropical,7.894134125,1.36E-07,1.02E-05,6.916737248,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7738,tropical,6.549006232,2.09E-05,2.22E-05,6.10140463,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7739,tropical,5.296244078,2.22E-08,1.03E-05,5.526017664,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7740,tropical,5.527200628,1.48E-08,0.00032393,1.254819661,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7741,tropical,4.064432589,2.48E-07,9.90E-06,10.61843609,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7742,tropical,6.78353944,1.48E-06,3.23E-05,10.8762744,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7743,tropical,10.10370304,2.74E-06,1.53E-07,7.343595581,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7744,tropical,2.426040821,1.22E-07,3.09E-06,5.255413469,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7745,tropical,5.150476253,6.62E-08,0.006519434,3.666259052,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7746,tropical,3.109257507,3.36E-07,0.004736794,1.80569488,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7747,tropical,5.287503709,7.77E-07,0.006389927,4.301415634,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7748,tropical,2.326899752,2.20E-05,0.000918284,9.940501029,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7749,tropical,5.600964459,3.06E-08,0.000594136,4.066751985,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7750,tropical,10.42957059,5.05E-06,2.14E-07,5.024238412,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7751,tropical,8.619738616,9.70E-07,4.76E-07,6.737913975,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7752,tropical,10.32909829,4.06E-05,4.15E-07,6.969883844,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7753,tropical,5.706784976,1.60E-06,0.00064971,6.700171376,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7754,tropical,7.035880677,3.27E-08,0.003291005,3.18071288,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7755,tropical,5.849896806,5.86E-07,1.03E-05,9.201267445,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7756,tropical,2.088063165,5.88E-08,8.18E-07,1.366557809,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7757,tropical,3.47726833,5.49E-07,7.46E-06,7.255828149,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7758,tropical,5.985145307,7.95E-08,3.40E-05,5.334789382,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7759,tropical,4.728667081,6.99E-05,0.00369414,4.569261385,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7760,tropical,10.3469137,6.22E-07,2.42E-07,8.736676401,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7761,tropical,6.239860779,1.28E-05,3.54E-07,2.734520479,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7762,tropical,4.171446717,4.29E-08,0.000590658,5.932089732,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7763,tropical,3.779660295,2.93E-05,3.33E-06,8.371889085,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7764,tropical,8.875405077,6.68E-08,0.000415957,6.110010228,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7765,tropical,8.024625125,5.15E-08,1.45E-06,5.75086916,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7766,tropical,2.650276387,4.57E-08,9.27E-06,6.878999406,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7767,tropical,1.644575388,1.82E-06,3.46E-05,6.725373793,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7768,tropical,8.547056216,8.10E-06,0.005007078,7.549177407,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7769,tropical,7.20410033,3.19E-05,1.95E-07,9.651255558,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7770,tropical,2.695767667,6.82E-06,3.34E-06,4.968463759,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7771,tropical,1.622140523,8.13E-07,1.60E-06,10.60116156,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7772,tropical,2.090292686,1.91E-05,8.43E-06,4.808772552,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7773,tropical,4.817163517,1.17E-08,0.000653005,2.7008828,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7774,tropical,2.693109146,9.65E-05,0.002104917,3.316048786,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7775,tropical,3.986525421,3.46E-06,0.000248631,10.49920209,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7776,tropical,2.92209535,5.17E-07,0.000241999,1.835081576,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7777,tropical,3.571700213,1.30E-08,6.69E-07,2.930440159,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7778,tropical,2.812318228,1.03E-05,0.001033563,1.746952952,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7779,tropical,5.773137097,6.83E-08,0.000363051,7.05016008,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7780,tropical,8.707370429,9.95E-05,0.004400636,3.158428964,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7781,tropical,1.277871224,4.26E-05,1.09E-07,6.879872607,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7782,tropical,6.27310777,7.08E-06,9.59E-05,3.288976032,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7783,tropical,9.803190689,8.39E-06,6.82E-06,4.909251792,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7784,tropical,4.73063372,7.76E-07,0.000512667,4.479059134,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7785,tropical,1.479591317,2.82E-05,0.000646304,10.18379402,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7786,tropical,2.386282467,4.59E-08,2.01E-06,2.120391237,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7787,tropical,4.214921204,3.03E-06,1.88E-06,3.549761436,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7788,tropical,2.548316113,1.48E-07,0.000247859,2.866240699,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7789,tropical,2.322281722,6.68E-07,2.68E-05,8.45543523,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7790,tropical,3.213059277,1.52E-08,7.81E-06,10.32968782,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7791,tropical,3.263807962,5.14E-08,1.90E-07,5.947118938,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7792,tropical,2.314165338,1.71E-08,0.003127012,7.449936812,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7793,tropical,10.8156346,5.99E-05,0.001020039,2.758025868,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7794,tropical,4.270137268,2.35E-07,2.54E-05,7.029946462,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7795,tropical,6.069394971,1.18E-06,1.45E-07,9.877576659,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7796,tropical,7.814425148,3.17E-06,3.63E-05,5.902094044,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7797,tropical,1.991691032,8.89E-08,7.34E-06,1.183835726,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7798,tropical,2.189025582,1.16E-06,3.11E-05,2.793907923,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7799,tropical,1.504396595,1.68E-05,9.92E-06,3.993911384,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7800,tropical,10.2925392,2.47E-07,1.27E-07,3.769640612,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7801,tropical,7.737122328,2.72E-05,4.18E-05,1.616094244,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7802,tropical,1.948578555,1.37E-08,6.34E-07,4.553213477,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7803,tropical,5.925961208,7.66E-05,1.06E-06,6.77037754,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7804,tropical,5.615518406,9.56E-06,0.007518541,6.350315585,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7805,tropical,4.752165309,1.24E-07,0.006788509,7.042728303,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7806,tropical,10.9109922,5.11E-06,0.000631468,5.861489784,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7807,tropical,2.763507137,2.46E-07,2.41E-07,2.31626568,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7808,tropical,9.134352085,6.14E-05,3.79E-05,10.64570049,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7809,tropical,1.684466371,2.26E-07,0.000100352,8.424615764,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7810,tropical,5.004497468,1.34E-08,1.53E-05,4.668393847,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7811,tropical,2.411443257,2.60E-07,1.02E-07,2.508252949,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7812,tropical,2.933098624,3.54E-07,1.51E-05,3.269396733,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7813,tropical,9.413517168,2.68E-07,3.20E-05,8.451168089,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7814,tropical,8.199139884,6.92E-05,0.000222856,1.505923778,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7815,tropical,3.672120831,3.43E-07,0.000298048,6.939932968,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7816,tropical,5.950016448,1.53E-06,0.00081762,2.532506484,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7817,tropical,1.831138978,5.03E-05,4.96E-07,8.62780725,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7818,tropical,4.538842406,4.65E-05,6.55E-07,10.95281065,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7819,tropical,10.69208805,9.35E-08,0.000627646,2.739981107,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7820,tropical,7.247141897,7.39E-06,1.65E-05,7.191308226,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7821,tropical,7.646182497,2.49E-07,0.000140716,6.37983174,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7822,tropical,4.124896565,1.65E-06,3.33E-07,9.182582622,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7823,tropical,5.056896127,9.37E-06,0.001505721,4.217469072,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7824,tropical,10.96077372,1.90E-05,4.67E-06,6.823269368,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7825,tropical,9.550823564,3.01E-05,9.94E-07,1.709323795,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7826,tropical,10.53548396,1.39E-08,0.00029698,6.706440131,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7827,tropical,9.123050923,7.59E-08,6.75E-07,6.606772506,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7828,tropical,8.821821158,2.94E-07,2.34E-07,5.341709395,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7829,tropical,3.678781289,1.67E-07,1.55E-07,10.61948785,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7830,tropical,8.621515295,8.15E-06,0.001698639,8.112716844,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7831,tropical,10.86311589,6.29E-06,7.37E-06,3.58469532,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7832,tropical,3.93605549,4.37E-05,0.002532524,10.25677538,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7833,tropical,4.99351107,2.41E-05,2.83E-07,5.208116631,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7834,tropical,9.121315239,1.30E-05,3.02E-05,9.163007456,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7835,tropical,1.771516692,4.01E-07,0.000591036,8.546650476,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7836,tropical,4.636968099,2.03E-06,0.000107017,5.121433045,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7837,tropical,5.425924672,2.02E-08,4.39E-05,6.14416832,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7838,tropical,2.567141325,3.10E-05,0.003556587,6.422847185,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7839,tropical,6.822052702,6.69E-05,0.008484857,10.74024304,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7840,tropical,10.70162179,1.05E-06,2.50E-06,1.736379549,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7841,tropical,10.89499833,4.98E-05,4.14E-07,8.695038053,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7842,tropical,2.764520365,3.45E-08,7.45E-07,9.725549092,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7843,tropical,6.421304244,9.01E-08,0.002550799,10.89865585,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7844,tropical,4.84303892,9.12E-07,4.20E-07,10.65147644,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7845,tropical,7.761640508,7.87E-07,3.12E-06,7.364213186,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7846,tropical,3.692937797,5.50E-07,6.66E-07,1.653892939,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7847,tropical,5.692509423,1.44E-08,2.31E-07,2.28414755,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7848,tropical,2.718000823,3.78E-06,1.56E-06,5.927847805,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7849,tropical,4.691894624,7.28E-06,0.000383118,7.632448602,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7850,tropical,8.254052726,2.55E-07,0.000167921,2.893787137,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7851,tropical,5.861491043,6.11E-05,2.40E-07,2.775983933,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7852,tropical,1.638024667,9.38E-06,7.30E-07,2.155603256,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7853,tropical,8.8454623,1.60E-08,5.35E-07,2.569524002,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7854,tropical,5.183216358,8.35E-05,9.11E-06,9.574108495,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7855,tropical,10.81018085,7.44E-08,1.44E-06,5.248605317,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7856,tropical,3.828839559,1.40E-08,6.41E-05,9.783416711,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7857,tropical,9.478821495,1.10E-07,8.27E-05,9.248265639,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7858,tropical,1.822392309,7.61E-06,3.12E-07,10.78819617,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7859,tropical,9.864587506,9.81E-08,6.23E-07,7.345430159,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7860,tropical,5.719307309,8.70E-08,0.004076871,7.91523276,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7861,tropical,2.091009635,1.21E-08,0.001982662,8.921833394,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7862,tropical,4.332779845,1.14E-07,0.00343553,1.341706455,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7863,tropical,9.374165692,5.85E-06,3.77E-07,9.19993681,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7864,tropical,3.768498417,1.38E-08,1.51E-07,7.876361626,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7865,tropical,6.870351414,1.78E-08,8.49E-05,5.317768919,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7866,tropical,9.367322697,3.90E-07,3.72E-06,3.438757869,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7867,tropical,1.71154024,9.12E-07,6.09E-05,1.08147703,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7868,tropical,8.027787433,3.34E-06,5.92E-06,5.211061434,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7869,tropical,7.988245372,7.83E-06,5.20E-07,8.869569079,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7870,tropical,5.63962381,2.03E-08,6.85E-05,6.955921228,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7871,tropical,5.369311105,4.85E-07,4.68E-06,10.84963059,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7872,tropical,6.621767878,7.85E-05,4.00E-07,6.280434559,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7873,tropical,10.28483226,1.80E-05,1.90E-06,6.232784178,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7874,tropical,3.304664142,7.85E-08,5.85E-06,8.864448049,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7875,tropical,3.218137544,9.10E-07,0.001434167,1.877224093,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
